"LINEA","ESTACION","DESDE","ID","prom","X","Y","i.ESTACION","i.LINEA"
"LINEA_H","HUMBERTO I","20:30:00",3,11,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","20:45:00",3,9,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","21:00:00",3,11,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","21:15:00",3,13,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","21:30:00",3,11,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","21:45:00",3,9,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","22:00:00",3,9,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","22:15:00",3,7,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","05:00:00",3,2,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","05:15:00",3,2,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","05:30:00",3,3,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","05:45:00",3,4,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","06:00:00",3,4,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","06:15:00",3,6,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","06:30:00",3,11,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","06:45:00",3,10,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","07:00:00",3,16,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","07:15:00",3,22,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","07:30:00",3,25,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","07:45:00",3,24,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","22:30:00",3,4,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","HUMBERTO I","22:45:00",3,3,-58.402322730424,-34.6230923205019,"HUMBERTO 1°","H"
"LINEA_H","VENEZUELA","08:00:00",4,26,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","08:15:00",4,30,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","08:30:00",4,36,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","08:45:00",4,33,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","09:00:00",4,29,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","09:15:00",4,30,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","09:30:00",4,29,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","09:45:00",4,25,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","10:00:00",4,24,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","10:15:00",4,24,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","10:30:00",4,23,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","10:45:00",4,23,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","11:00:00",4,24,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","11:15:00",4,25,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","11:30:00",4,25,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","11:45:00",4,25,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","12:00:00",4,28,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","12:15:00",4,30,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","12:30:00",4,32,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","12:45:00",4,28,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","13:00:00",4,30,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","13:15:00",4,28,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","13:30:00",4,25,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","13:45:00",4,22,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","14:00:00",4,26,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","14:15:00",4,26,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
"LINEA_H","VENEZUELA","14:30:00",4,24,-58.40473171649,-34.6152421522706,"VENEZUELA","H"
